,FIPS,State,County,MF_exist,location_score
2641,48297,Texas,LiveOak,0,67.2497305283944
1105,22047,Louisiana,IbervilleParish,0,67.24559605479331
276,8115,Colorado,Sedgwick,0,67.2446780349608
1820,36051,New York,Livingston,0,67.2444037912444
215,6113,California,Yolo,0,67.2425869287317
1743,34007,New Jersey,Camden,0,67.23797840420637
2431,47069,Tennessee,Hardeman,0,67.23718370953526
2922,53049,Washington,Pacific,0,67.22730639938985
1224,26051,Michigan,Gladwin,0,67.21560501752963
2727,48471,Texas,Walker,0,67.21194912696934
1030,21135,Kentucky,Lewis,0,67.19585125227921
929,20143,Kansas,Ottawa,0,67.19152949149688
170,6025,California,Imperial,0,67.17933368150922
788,19059,Iowa,Dickinson,0,67.17878914563362
549,16057,Idaho,Latah,0,67.17578165887063
3024,55065,Wisconsin,Lafayette,0,67.17246239866927
2142,40095,Oklahoma,Marshall,0,67.15926855197034
1046,21167,Kentucky,Mercer,0,67.14627275675926
1854,36119,New York,Westchester,0,67.13511820012718
244,8053,Colorado,Hinsdale,0,67.12944319731376
2729,48475,Texas,Ward,0,67.12751691651496
2667,48351,Texas,Newton,0,67.10084900064729
2095,39171,Ohio,Williams,0,67.10047279627959
996,21067,Kentucky,Fayette,0,67.09840210923416
2825,51065,Virginia,Fluvanna,0,67.09422537019792
724,18115,Indiana,Ohio,0,67.08810157614242
2429,47065,Tennessee,Hamilton,0,67.07839446843478
2739,48495,Texas,Winkler,0,67.07615624731794
412,13105,Georgia,Elbert,0,67.07393210867366
1447,28157,Mississippi,Wilkinson,0,67.04090591699507
2461,47129,Tennessee,Morgan,0,67.03457711098763
2569,48153,Texas,Floyd,0,67.00764785694089
961,20207,Kansas,Woodson,0,67.00502183521016
2786,50021,Vermont,Rutland,0,67.00379564262445
896,20077,Kansas,Harper,0,66.99906753840226
2814,51043,Virginia,Clarke,0,66.99707129253218
1333,27103,Minnesota,Nicollet,0,66.9919249352075
2815,51045,Virginia,Craig,0,66.99148781007392
1297,27031,Minnesota,Cook,0,66.98232645515168
1729,32033,Nevada,WhitePine,0,66.9794667976699
521,16003,Idaho,Adams,0,66.97900608540066
2668,48353,Texas,Nolan,0,66.97050478057831
2557,48129,Texas,Donley,0,66.96851329986704
2070,39121,Ohio,Noble,0,66.96807022922935
2588,48191,Texas,Hall,0,66.96615078001925
1601,30075,Montana,PowderRiver,0,66.96507223024716
2556,48127,Texas,Dimmit,0,66.94971576386077
678,18023,Indiana,Clinton,0,66.94925523372277
2554,48123,Texas,DeWitt,0,66.94642666054439
1037,21155,Kentucky,Marion,0,66.93131472183768
1722,32017,Nevada,Lincoln,0,66.93082726347454
2015,39011,Ohio,Auglaize,0,66.9296957596194
1960,38007,North Dakota,Billings,0,66.9181052751295
1656,31073,Nebraska,Gosper,0,66.91376532718557
46,1093,Alabama,Marion,0,66.89886134194668
2927,53059,Washington,Skamania,0,66.89072287909035
1249,26101,Michigan,Manistee,0,66.88658851026348
978,21031,Kentucky,Butler,0,66.88101121652403
2449,47105,Tennessee,Loudon,0,66.87797754675043
2063,39107,Ohio,Mercer,0,66.87053698480916
1638,31037,Nebraska,Colfax,0,66.86762250256632
582,17035,Illinois,Cumberland,0,66.86005788648612
1357,27151,Minnesota,Swift,0,66.85658149027186
723,18113,Indiana,Noble,0,66.85445061787382
2655,48327,Texas,Menard,0,66.85125054191906
266,8095,Colorado,Phillips,0,66.84518050355766
538,16035,Idaho,Clearwater,0,66.84374457438082
2871,51145,Virginia,Powhatan,0,66.84025355970584
3072,56017,Wyoming,HotSprings,0,66.83920414488419
2946,54019,West Virginia,Fayette,0,66.83023181473729
640,17151,Illinois,Pope,0,66.82016933835118
2491,47187,Tennessee,Williamson,0,66.81480875768916
406,13093,Georgia,Dooly,0,66.81106801085996
1262,26127,Michigan,Oceana,0,66.80689970626392
1076,21229,Kentucky,Washington,0,66.80219026400665
1903,37093,North Carolina,Hoke,0,66.78838030024151
2561,48137,Texas,Edwards,0,66.77551362246406
1908,37103,North Carolina,Jones,0,66.77533676409719
2647,48317,Texas,Martin,0,66.76606582714433
1258,26119,Michigan,Montmorency,0,66.74545700663029
629,17129,Illinois,Menard,0,66.7433246653341
911,20107,Kansas,Linn,0,66.73868887258031
2518,48051,Texas,Burleson,0,66.7354434325579
1435,28133,Mississippi,Sunflower,0,66.72497358422022
1215,26033,Michigan,Chippewa,0,66.72383132268043
2354,46051,South Dakota,Grant,0,66.72052312084159
2986,54099,West Virginia,Wayne,0,66.71999817333455
2302,45037,South Carolina,Edgefield,0,66.71596393675587
2388,46117,South Dakota,Stanley,0,66.71215404234033
1362,27161,Minnesota,Waseca,0,66.69117960122476
2078,39137,Ohio,Putnam,0,66.68349626721802
2220,42017,Pennsylvania,Bucks,0,66.675026901162
689,18045,Indiana,Fountain,0,66.67484563760411
2760,49029,Utah,Morgan,0,66.6714383825742
1746,34013,New Jersey,Essex,0,66.67000708810433
2530,48075,Texas,Childress,0,66.66622089708306
989,21053,Kentucky,Clinton,0,66.65992929244437
2744,48505,Texas,Zapata,0,66.65879395714771
546,16051,Idaho,Jefferson,0,66.65400572570948
2984,54095,West Virginia,Tyler,0,66.64691247304661
2433,47073,Tennessee,Hawkins,0,66.64426032712718
1887,37061,North Carolina,Duplin,0,66.64387088275971
1047,21169,Kentucky,Metcalfe,0,66.64214003485519
3078,56029,Wyoming,Park,0,66.63141519867641
2289,45011,South Carolina,Barnwell,0,66.62814186856406
547,16053,Idaho,Jerome,0,66.6274535110329
1287,27011,Minnesota,BigStone,0,66.62148643810679
2501,48017,Texas,Bailey,0,66.6208453570755
2510,48035,Texas,Bosque,0,66.60558868704177
1053,21183,Kentucky,Ohio,0,66.59328320841963
554,16067,Idaho,Minidoka,0,66.58960675646264
2534,48083,Texas,Coleman,0,66.58709445721563
381,13043,Georgia,Candler,0,66.58294329698523
533,16025,Idaho,Camas,0,66.57302627185348
2811,51037,Virginia,Charlotte,0,66.57271162321112
902,20089,Kansas,Jewell,0,66.56307439312846
719,18105,Indiana,Monroe,0,66.56178058220588
847,19177,Iowa,VanBuren,0,66.56138701380097
414,13109,Georgia,Evans,0,66.55562215283584
2733,48483,Texas,Wheeler,0,66.54893523116866
2841,51093,Virginia,IsleofWight,0,66.53792375191239
1439,28141,Mississippi,Tishomingo,0,66.53040077106697
2632,48279,Texas,Lamb,0,66.52745895026538
355,12123,Florida,Taylor,0,66.52246709390161
2112,40029,Oklahoma,Coal,0,66.51827222758
275,8113,Colorado,SanMiguel,0,66.51364393744892
1144,22125,Louisiana,WestFelicianaParish,0,66.50515927108638
171,6027,California,Inyo,0,66.50006723388157
68,4001,Arizona,Apache,0,66.49072860025427
728,18123,Indiana,Perry,0,66.49057745891562
1811,36033,New York,Franklin,0,66.48815744692672
146,5129,Arkansas,Searcy,0,66.47966973097266
683,18033,Indiana,DeKalb,0,66.47898995498228
1166,24011,Maryland,Caroline,0,66.46251421282163
2468,47143,Tennessee,Rhea,0,66.45886936808523
2407,47021,Tennessee,Cheatham,0,66.45767769803236
3022,55061,Wisconsin,Kewaunee,0,66.44985331854554
265,8093,Colorado,Park,0,66.44405462936372
974,21023,Kentucky,Bracken,0,66.40901592983838
335,12085,Florida,Martin,0,66.40570544476485
670,18007,Indiana,Benton,0,66.39428155143602
922,20129,Kansas,Morton,0,66.38231359028555
1663,31087,Nebraska,Hitchcock,0,66.3753149931638
624,17125,Illinois,Mason,0,66.35888352226507
950,20185,Kansas,Stafford,0,66.35217140007774
2476,47159,Tennessee,Smith,0,66.35149805026367
2147,40099,Oklahoma,Murray,0,66.34775180008099
1733,33007,New Hampshire,Coos,0,66.34235885904675
1788,35049,New Mexico,SantaFe,0,66.34032398806504
2245,42067,Pennsylvania,Juniata,0,66.33855286681978
1962,38011,North Dakota,Bowman,0,66.33202859021281
317,12049,Florida,Hardee,0,66.32475446880129
757,18181,Indiana,White,0,66.31299520096658
2498,48011,Texas,Armstrong,0,66.30157080340935
882,20049,Kansas,Elk,0,66.30110863751804
2068,39117,Ohio,Morrow,0,66.28692197256008
2987,54101,West Virginia,Webster,0,66.28261792057285
2636,48287,Texas,Lee,0,66.26701192520255
1915,37111,North Carolina,McDowell,0,66.26563330135824
2077,39135,Ohio,Preble,0,66.25851154263398
572,17015,Illinois,Carroll,0,66.25497161811757
679,18025,Indiana,Crawford,0,66.24731405816337
931,20147,Kansas,Phillips,0,66.24112189324705
2706,48429,Texas,Stephens,0,66.23396074147509
594,17059,Illinois,Gallatin,0,66.21568868333851
2176,41003,Oregon,Benton,0,66.18790813887976
2546,48107,Texas,Crosby,0,66.16930937796688
258,8079,Colorado,Mineral,0,66.16100693517839
759,19001,Iowa,Adair,0,66.14024446521888
187,6057,California,Nevada,0,66.14023195217818
692,18051,Indiana,Gibson,0,66.13745871241392
2167,40139,Oklahoma,Texas,0,66.11688454241056
20,1041,Alabama,Crenshaw,0,66.11220130173476
2904,53013,Washington,Columbia,0,66.10196529118232
2044,39069,Ohio,Henry,0,66.09716380766986
2372,46091,South Dakota,Marshall,0,66.09063781666437
267,8097,Colorado,Pitkin,0,66.08160687258788
816,19115,Iowa,Louisa,0,66.0788538216804
968,21011,Kentucky,Bath,0,66.07872950317308
560,16079,Idaho,Shoshone,0,66.07720740707904
2735,48487,Texas,Wilbarger,0,66.06632751570129
561,16081,Idaho,Teton,0,66.06529613157257
2484,47173,Tennessee,Union,0,66.06418420746066
147,5131,Arkansas,Sebastian,0,66.0589463526805
2614,48243,Texas,JeffDavis,0,66.05464339485393
868,20021,Kansas,Cherokee,0,66.05358155904801
2609,48233,Texas,Hutchinson,0,66.0373733731199
793,19069,Iowa,Franklin,0,66.03006667915213
2806,51029,Virginia,Buckingham,0,66.02775316119457
2882,51173,Virginia,Smyth,0,66.01251953244731
3046,55107,Wisconsin,Rusk,0,66.0054182887192
53,1107,Alabama,Pickens,0,66.00328003284088
1170,24019,Maryland,Dorchester,0,66.00019960376652
2226,42029,Pennsylvania,Chester,0,65.9989742376394
3012,55041,Wisconsin,Forest,0,65.99078408248106
722,18111,Indiana,Newton,0,65.98974515548687
1918,37123,North Carolina,Montgomery,0,65.98643317930694
569,17009,Illinois,Brown,0,65.9786456315271
422,13125,Georgia,Glascock,0,65.97697829735168
2494,48003,Texas,Andrews,0,65.94345235104869
826,19135,Iowa,Monroe,0,65.92334861761407
2453,47117,Tennessee,Marshall,0,65.91725992422725
270,8103,Colorado,RioBlanco,0,65.90640866528194
752,18171,Indiana,Warren,0,65.9058691548428
2607,48229,Texas,Hudspeth,0,65.86528663748587
2591,48197,Texas,Hardeman,0,65.86044660479419
943,20171,Kansas,Scott,0,65.85306246131766
2671,48359,Texas,Oldham,0,65.85102777992407
2149,40103,Oklahoma,Noble,0,65.85075133619199
2533,48081,Texas,Coke,0,65.83993456112128
165,6015,California,DelNorte,0,65.82336904538056
1161,23029,Maine,Washington,0,65.81768493475924
113,5061,Arkansas,Howard,0,65.78105736175702
2101,40007,Oklahoma,Beaver,0,65.77799384719839
2670,48357,Texas,Ochiltree,0,65.77540244050942
604,17079,Illinois,Jasper,0,65.76827386477008
2893,51193,Virginia,Westmoreland,0,65.76551341421603
648,17169,Illinois,Schuyler,0,65.76489249600918
2776,50001,Vermont,Addison,0,65.76383268584777
945,20175,Kansas,Seward,0,65.75745817209432
450,13181,Georgia,Lincoln,0,65.74165688408907
2767,49043,Utah,Summit,0,65.72986898473579
1568,30009,Montana,Carbon,0,65.72138252289564
1042,21147,Kentucky,McCreary,0,65.72021698429992
2864,51135,Virginia,Nottoway,0,65.7124503818824
643,17157,Illinois,Randolph,0,65.68682187017203
1384,28031,Mississippi,Covington,0,65.68203395847375
1756,34033,New Jersey,Salem,0,65.67861911792552
2952,54031,West Virginia,Hardy,0,65.67583273004489
2616,48247,Texas,JimHogg,0,65.67556070648577
2684,48385,Texas,Real,0,65.66897443277911
1668,31097,Nebraska,Johnson,0,65.66656459506179
1597,30067,Montana,Park,0,65.665711206975
626,17109,Illinois,McDonough,0,65.6633333893457
2194,41039,Oregon,Lane,0,65.66132841939091
874,20033,Kansas,Comanche,0,65.6526942512419
2327,45087,South Carolina,Union,0,65.64772654400674
1296,27029,Minnesota,Clearwater,0,65.63187174949606
878,20041,Kansas,Dickinson,0,65.62510947610998
221,8009,Colorado,Baca,0,65.61617292887031
1015,21105,Kentucky,Hickman,0,65.61449123354059
322,12059,Florida,Holmes,0,65.60753779902979
2035,39051,Ohio,Fulton,0,65.59551303002618
2295,45023,South Carolina,Chester,0,65.59462058743128
1045,21165,Kentucky,Menifee,0,65.57790736226988
478,13239,Georgia,Quitman,0,65.57666610827695
2818,51051,Virginia,Dickenson,0,65.55498724599431
2049,39079,Ohio,Jackson,0,65.53026457962406
2363,46069,South Dakota,Hyde,0,65.52058375394289
1321,27079,Minnesota,LeSueur,0,65.51586934664915
1314,27065,Minnesota,Kanabec,0,65.51490926749258
1122,22081,Louisiana,RedRiverParish,0,65.49071035313266
2938,54003,West Virginia,Berkeley,0,65.4763788800934
2784,50017,Vermont,Orange,0,65.4419155870333
2898,53001,Washington,Adams,0,65.42995760441217
2524,48063,Texas,Camp,0,65.42479038545335
1325,27089,Minnesota,Marshall,0,65.41615390000807
3068,56009,Wyoming,Converse,0,65.40374340946053
2235,42047,Pennsylvania,Elk,0,65.4031472633438
658,17187,Illinois,Warren,0,65.385934501583
2612,48239,Texas,Jackson,0,65.38461276154885
858,20001,Kansas,Allen,0,65.37977441533783
2521,48057,Texas,Calhoun,0,65.37945044587097
1842,36097,New York,Schuyler,0,65.35352446058211
2376,46095,South Dakota,Mellette,0,65.34924898790689
2508,48031,Texas,Blanco,0,65.34091591072557
2482,47169,Tennessee,Trousdale,0,65.3397161117301
884,20053,Kansas,Ellsworth,0,65.33608606513855
2925,53055,Washington,SanJuan,0,65.33002545920469
2284,45001,South Carolina,Abbeville,0,65.3152841125096
1200,26003,Michigan,Alger,0,65.28674315064663
531,16021,Idaho,Boundary,0,65.2776240273955
576,17023,Illinois,Clark,0,65.26306660363083
2709,48435,Texas,Sutton,0,65.25843128240352
145,5127,Arkansas,Scott,0,65.25442396831359
2611,48237,Texas,Jack,0,65.2444600349018
399,13079,Georgia,Crawford,0,65.2364761809333
2838,51087,Virginia,Henrico,0,65.21834384193967
879,20043,Kansas,Doniphan,0,65.20149445996348
2794,51007,Virginia,Amelia,0,65.2002623280439
2140,40085,Oklahoma,Love,0,65.19264280845515
526,16013,Idaho,Blaine,0,65.18436388449341
1407,28077,Mississippi,Lawrence,0,65.18122435414003
2664,48345,Texas,Motley,0,65.15430086129722
1871,37029,North Carolina,Camden,0,65.12851695442737
2540,48095,Texas,Concho,0,65.11570497161597
173,6031,California,Kings,0,65.08713166341028
122,5079,Arkansas,Lincoln,0,65.07029637846739
177,6039,California,Madera,0,65.06896208849024
2913,53031,Washington,Jefferson,0,65.06499458178207
581,17033,Illinois,Crawford,0,65.05750939953082
2627,48269,Texas,King,0,65.04749624269662
460,13201,Georgia,Miller,0,65.03074725143863
1246,26095,Michigan,Luce,0,65.029353440355
1824,36059,New York,Nassau,0,65.02577463516951
1537,29173,Missouri,Ralls,0,65.02486630217112
127,5089,Arkansas,Marion,0,65.02212840096117
1611,30095,Montana,Stillwater,0,65.00025839876326
564,16087,Idaho,Washington,0,64.99922080791785
1848,36107,New York,Tioga,0,64.99331228450276
1996,38079,North Dakota,Rolette,0,64.99248605910654
2919,53043,Washington,Lincoln,0,64.96977101264022
892,20069,Kansas,Gray,0,64.96976878498957
615,17101,Illinois,Lawrence,0,64.95033413024899
1394,28051,Mississippi,Holmes,0,64.94112165920136
2444,47095,Tennessee,Lake,0,64.93408681415073
573,17017,Illinois,Cass,0,64.92983114738522
2630,48275,Texas,Knox,0,64.91804737007077
2114,40033,Oklahoma,Cotton,0,64.9174539581374
747,18161,Indiana,Union,0,64.89213707426951
671,18009,Indiana,Blackford,0,64.87746269504309
1785,35043,New Mexico,Sandoval,0,64.87117094506554
1676,31113,Nebraska,Logan,0,64.86781874760365
2483,47171,Tennessee,Unicoi,0,64.85926523545102
131,5097,Arkansas,Montgomery,0,64.85556435798622
1843,36099,New York,Seneca,0,64.82656880113204
587,17045,Illinois,Edgar,0,64.82429274185255
851,19185,Iowa,Wayne,0,64.80656461275836
318,12051,Florida,Hendry,0,64.78700186246623
2389,46119,South Dakota,Sully,0,64.77631365638749
1526,29151,Missouri,Osage,0,64.77070776818462
28,1057,Alabama,Fayette,0,64.76211086956347
2548,48111,Texas,Dallam,0,64.76005203962877
1373,28009,Mississippi,Benton,0,64.73489304685648
1253,26109,Michigan,Menominee,0,64.73437777465142
1687,31135,Nebraska,Perkins,0,64.73354020168028
890,20065,Kansas,Graham,0,64.73036980790184
1364,27165,Minnesota,Watonwan,0,64.68648846336392
2410,47027,Tennessee,Clay,0,64.6864705266137
1083,22003,Louisiana,AllenParish,0,64.68584670685993
1548,29183,Missouri,St.Charles,0,64.67455076833397
732,18131,Indiana,Pulaski,0,64.6716284015301
1807,36025,New York,Delaware,0,64.67134661572042
243,8051,Colorado,Gunnison,0,64.63906185939022
2309,45051,South Carolina,Horry,0,64.59540736306761
223,8013,Colorado,Boulder,0,64.59127428526767
704,18075,Indiana,Jay,0,64.57677779088496
392,13065,Georgia,Clinch,0,64.57601139117331
2527,48069,Texas,Castro,0,64.57497786075464
2628,48271,Texas,Kinney,0,64.55657441496628
1783,35039,New Mexico,RioArriba,0,64.5355807276248
2091,39163,Ohio,Vinton,0,64.5273915659485
1403,28069,Mississippi,Kemper,0,64.48819251445478
456,13197,Georgia,Marion,0,64.48161111003107
2983,54093,West Virginia,Tucker,0,64.48102988732816
1418,28099,Mississippi,Neshoba,0,64.46391010606627
3001,55019,Wisconsin,Clark,0,64.459311695881
524,16009,Idaho,Benewah,0,64.45205602238269
1591,30057,Montana,Madison,0,64.45097423261174
446,13173,Georgia,Lanier,0,64.44085566597852
2551,48117,Texas,DeafSmith,0,64.42588615744927
159,6003,California,Alpine,0,64.3536438131167
37,1075,Alabama,Lamar,0,64.35111915635648
1587,30047,Montana,Lake,0,64.34834705642109
1174,24027,Maryland,Howard,0,64.347455816263
1292,27021,Minnesota,Cass,0,64.33574786731451
1895,37077,North Carolina,Granville,0,64.27763603373707
2375,46093,South Dakota,Meade,0,64.27582508939363
623,17123,Illinois,Marshall,0,64.27578736972733
1489,29077,Missouri,Greene,0,64.27345934711767
190,6063,California,Plumas,0,64.27133469367128
1433,28129,Mississippi,Smith,0,64.26780612000321
2742,48501,Texas,Yoakum,0,64.24700373041394
313,12041,Florida,Gilchrist,0,64.23207516719722
2317,45069,South Carolina,Marlboro,0,64.22711215922196
2917,53039,Washington,Klickitat,0,64.22493431788236
2698,48413,Texas,Schleicher,0,64.17639265805883
32,1065,Alabama,Hale,0,64.17353723913472
2417,47041,Tennessee,DeKalb,0,64.14222731918265
1195,25021,Massachusetts,Norfolk,0,64.13994065478101
193,6069,California,SanBenito,0,64.13032091127022
2328,45089,South Carolina,Williamsburg,0,64.12849051723548
2840,51091,Virginia,Highland,0,64.12369360727324
2349,46041,South Dakota,Dewey,0,64.08219388635862
2413,47033,Tennessee,Crockett,0,64.04947367307639
758,18183,Indiana,Whitley,0,64.02841736573286
597,17065,Illinois,Hamilton,0,64.02614187650653
509,13301,Georgia,Warren,0,63.995392951668926
956,20197,Kansas,Wabaunsee,0,63.988826790153766
668,18003,Indiana,Allen,0,63.980205495342126
434,13149,Georgia,Heard,0,63.97133300215042
2982,54091,West Virginia,Taylor,0,63.91686142687003
2515,48045,Texas,Briscoe,0,63.905077604730906
2126,40057,Oklahoma,Harmon,0,63.873178482452616
585,17041,Illinois,Douglas,0,63.871754225734044
1377,28017,Mississippi,Chickasaw,0,63.87053308708484
2190,41031,Oregon,Jefferson,0,63.87036964745053
912,20109,Kansas,Logan,0,63.81700215819678
1924,37135,North Carolina,Orange,0,63.811541020956476
893,20071,Kansas,Greeley,0,63.77698171256577
1554,29211,Missouri,Sullivan,0,63.75071243843211
861,20007,Kansas,Barber,0,63.7400180446536
1791,35055,New Mexico,Taos,0,63.73966756045625
2396,46137,South Dakota,Ziebach,0,63.690834273936524
5,1011,Alabama,Bullock,0,63.686845042975406
1603,30079,Montana,Prairie,0,63.68171102454956
2543,48101,Texas,Cottle,0,63.67831850342741
31,1063,Alabama,Greene,0,63.67599561720751
2707,48431,Texas,Sterling,0,63.6748033222954
1012,21099,Kentucky,Hart,0,63.66636758549632
280,8123,Colorado,Weld,0,63.62903534374613
2844,51099,Virginia,KingGeorge,0,63.627624380853206
908,20101,Kansas,Lane,0,63.62754777514091
3070,56013,Wyoming,Fremont,0,63.61678493578411
2464,47135,Tennessee,Perry,0,63.61258334790874
2177,41005,Oregon,Clackamas,0,63.580419367107645
182,6049,California,Modoc,0,63.5759458541103
1706,31173,Nebraska,Thurston,0,63.56947657027342
2445,47097,Tennessee,Lauderdale,0,63.565793435779405
390,13061,Georgia,Clay,0,63.56513150063607
1645,31051,Nebraska,Dixon,0,63.56409368281315
959,20203,Kansas,Wichita,0,63.5458708680216
1352,27143,Minnesota,Sibley,0,63.54099959009296
1727,32029,Nevada,Storey,0,63.53437581364123
544,16047,Idaho,Gooding,0,63.504165328966664
1162,23031,Maine,York,0,63.5041248948671
1997,38081,North Dakota,Sargent,0,63.47845823956263
2687,48391,Texas,Refugio,0,63.47659072480746
2020,39021,Ohio,Champaign,0,63.470304370154786
983,21041,Kentucky,Carroll,0,63.462398719682746
2943,54013,West Virginia,Calhoun,0,63.45606747737303
674,18015,Indiana,Carroll,0,63.37047494283675
66,1133,Alabama,Winston,0,63.34419164201929
2590,48195,Texas,Hansford,0,63.34296841407859
18,1037,Alabama,Coosa,0,63.3306336131424
29,1059,Alabama,Franklin,0,63.32674010744791
1657,31075,Nebraska,Grant,0,63.32464992858922
1904,37095,North Carolina,Hyde,0,63.312041161390354
695,18057,Indiana,Hamilton,0,63.298871270185465
2935,53075,Washington,Whitman,0,63.276346331699486
1389,28041,Mississippi,Greene,0,63.27552091919004
3081,56035,Wyoming,Sublette,0,63.27363378281093
2789,50027,Vermont,Windsor,0,63.26476316124862
577,17025,Illinois,Clay,0,63.257307656024885
930,20145,Kansas,Pawnee,0,63.242373747219794
2283,44009,Rhode Island,Washington,0,63.22203723449336
1703,31167,Nebraska,Stanton,0,63.20335799434697
2390,46121,South Dakota,Todd,0,63.18676212619722
2430,47067,Tennessee,Hancock,0,63.180656523389835
168,6021,California,Glenn,0,63.180502074084444
2544,48103,Texas,Crane,0,63.16919465516977
2577,48169,Texas,Garza,0,63.14192049584
2425,47057,Tennessee,Grainger,0,63.14144064143269
2843,51097,Virginia,KingandQueen,0,63.12408530830085
1109,22055,Louisiana,LafayetteParish,0,63.11206044048922
2662,48341,Texas,Moore,0,63.09359355876856
183,6049,California,Modoc,0,63.09289415927287
1745,34011,New Jersey,Cumberland,0,63.07775968026691
726,18119,Indiana,Owen,0,63.072014327679916
1400,28063,Mississippi,Jefferson,0,63.04607872600284
2359,46061,South Dakota,Hanson,0,63.0188162439013
1896,37079,North Carolina,Greene,0,63.009321936706755
746,18159,Indiana,Tipton,0,63.004341107049285
957,20199,Kansas,Wallace,0,62.981982075417996
917,20119,Kansas,Meade,0,62.98187687275528
2434,47075,Tennessee,Haywood,0,62.9706176334251
326,12067,Florida,Lafayette,0,62.94950480310069
745,18157,Indiana,Tippecanoe,0,62.939169886379844
556,16071,Idaho,Oneida,0,62.88863941971425
2768,49043,Utah,Summit,0,62.88547109394192
1956,37199,North Carolina,Yancey,0,62.87208412279408
1949,37185,North Carolina,Warren,0,62.832939635423614
40,1081,Alabama,Lee,0,62.829499269840824
2151,40107,Oklahoma,Okfuskee,0,62.828137869805225
2438,47083,Tennessee,Houston,0,62.81492199415194
2863,51133,Virginia,Northumberland,0,62.80063830952408
64,1129,Alabama,Washington,0,62.794882561772916
1520,29139,Missouri,Montgomery,0,62.794036662246256
1356,27149,Minnesota,Stevens,0,62.77471322209836
545,16049,Idaho,Idaho,0,62.77369560117935
2125,40055,Oklahoma,Greer,0,62.7485714772378
2683,48383,Texas,Reagan,0,62.727058396965305
1301,27039,Minnesota,Dodge,0,62.72632203215676
1273,26153,Michigan,Schoolcraft,0,62.70277876001579
1739,33019,New Hampshire,Sullivan,0,62.67301895443374
2568,48151,Texas,Fisher,0,62.66154474204995
537,16033,Idaho,Clark,0,62.65299348814345
1734,33009,New Hampshire,Grafton,0,62.62175813945523
1376,28015,Mississippi,Carroll,0,62.60526599561123
1853,36117,New York,Wayne,0,62.58640499802538
2653,48311,Texas,McMullen,0,62.58178705833366
1298,27033,Minnesota,Cottonwood,0,62.575198831151305
3086,56045,Wyoming,Weston,0,62.57256471859351
952,20189,Kansas,Stevens,0,62.50810141886466
1855,36121,New York,Wyoming,0,62.50664874133827
1959,38005,North Dakota,Benson,0,62.50577340209531
50,1101,Alabama,Montgomery,0,62.48642319153082
994,21063,Kentucky,Elliott,0,62.46607708043661
451,13183,Georgia,Long,0,62.459215650015096
652,17175,Illinois,Stark,0,62.457386125683115
362,13003,Georgia,Atkinson,0,62.44938707755108
1677,31115,Nebraska,Loup,0,62.44184425952248
2555,48125,Texas,Dickens,0,62.43055590328418
2945,54017,West Virginia,Doddridge,0,62.42814897436244
1893,37073,North Carolina,Gates,0,62.42183569984265
1705,31171,Nebraska,Thomas,0,62.40946915785474
483,13249,Georgia,Schley,0,62.277748782230766
2110,40025,Oklahoma,Cimarron,0,62.269520449912605
2883,51175,Virginia,Southampton,0,62.266831129859355
2700,48417,Texas,Shackelford,0,62.22619832973438
934,20153,Kansas,Rawlins,0,62.21195212297067
525,16011,Idaho,Bingham,0,62.186590813179144
3077,56027,Wyoming,Niobrara,0,62.169198903730475
2850,51111,Virginia,Lunenburg,0,62.063159256505415
1220,26043,Michigan,Dickinson,0,62.04866955632038
528,16017,Idaho,Bonner,0,62.000904751721805
307,12029,Florida,Dixie,0,61.98882086851317
65,1131,Alabama,Wilcox,0,61.973875482889184
2084,39149,Ohio,Shelby,0,61.97064822057076
1622,31005,Nebraska,Arthur,0,61.84888299833797
1420,28103,Mississippi,Noxubee,0,61.841297055493825
1279,26161,Michigan,Washtenaw,0,61.80633480308635
1803,36017,New York,Chenango,0,61.80020284849841
840,19163,Iowa,Scott,0,61.7874593465906
2691,48399,Texas,Runnels,0,61.75412104040735
3069,56011,Wyoming,Crook,0,61.750463719971904
1711,31183,Nebraska,Wheeler,0,61.74864958110776
2702,48421,Texas,Sherman,0,61.74166225345969
1752,34025,New Jersey,Monmouth,0,61.714859542294406
1754,34029,New Jersey,Ocean,0,61.67076237062277
2644,48305,Texas,Lynn,0,61.67076134337414
1449,28161,Mississippi,Yalobusha,0,61.599762876424045
2595,48205,Texas,Hartley,0,61.59227836992186
1671,31103,Nebraska,KeyaPaha,0,61.58387391243839
1150,23009,Maine,Hancock,0,61.574111966315
2279,44001,Rhode Island,Bristol,0,61.56483762905044
1430,28123,Mississippi,Scott,0,61.56081348058776
2713,48443,Texas,Terrell,0,61.5198279979918
1378,28019,Mississippi,Choctaw,0,61.51497419633941
2817,51049,Virginia,Cumberland,0,61.513751846812326
557,16073,Idaho,Owyhee,0,61.511617578645726
568,17007,Illinois,Boone,0,61.50271097518832
1815,36041,New York,Hamilton,0,61.48393646910899
2634,48283,Texas,LaSalle,0,61.45075970287351
512,13307,Georgia,Webster,0,61.43794667130334
2186,41023,Oregon,Grant,0,61.38453022568942
2947,54021,West Virginia,Gilmer,0,61.33712058016746
2624,48263,Texas,Kent,0,61.29999572095814
2477,47161,Tennessee,Stewart,0,61.293244080264884
1721,32015,Nevada,Lander,0,61.28382310049629
899,20083,Kansas,Hodgeman,0,61.2701781576442
1858,37003,North Carolina,Alexander,0,61.257937620762235
