,FIPS,State,County,MF_exist,location_score
361,13001,Georgia,Appling,0,71.51220313646864
761,19005,Iowa,Allamakee,0,71.51193729331925
2503,48021,Texas,Bastrop,0,71.5109735558815
56,1113,Alabama,Russell,0,71.50496081386513
2288,45009,South Carolina,Bamberg,0,71.5001715792825
2517,48049,Texas,Brown,0,71.49755871174735
1926,37139,North Carolina,Pasquotank,0,71.49454159655816
311,12037,Florida,Franklin,0,71.49017182850187
971,21017,Kentucky,Bourbon,0,71.48555652857823
2334,46011,South Dakota,Brookings,0,71.4827313937598
1584,30041,Montana,Hill,0,71.47403440134316
831,19145,Iowa,Page,0,71.47199577664749
2315,45063,South Carolina,Lexington,0,71.47145248711604
1723,32019,Nevada,Lyon,0,71.46743456155367
880,20045,Kansas,Douglas,0,71.46112619609386
694,18055,Indiana,Greene,0,71.46005591312823
1556,29215,Missouri,Texas,0,71.45835586483685
2244,42065,Pennsylvania,Jefferson,0,71.45782536190933
2462,47131,Tennessee,Obion,0,71.45773861914464
703,18073,Indiana,Jasper,0,71.45725209251734
2839,51089,Virginia,Henry,0,71.45509949280623
909,20103,Kansas,Leavenworth,0,71.44591841495965
2937,54001,West Virginia,Barbour,0,71.44452816648702
1773,35023,New Mexico,Hidalgo,0,71.44079737407134
2320,45073,South Carolina,Oconee,0,71.43973491306048
2877,51163,Virginia,Rockbridge,0,71.43904760019922
1713,32510,Nevada,CarsonCity,0,71.43028965151585
2104,40013,Oklahoma,Bryan,0,71.42889253916638
850,19183,Iowa,Washington,0,71.42221937934569
3079,56031,Wyoming,Platte,0,71.41151611186322
1974,38035,North Dakota,GrandForks,0,71.41125207372518
1983,38053,North Dakota,McKenzie,0,71.3989625956425
1506,29111,Missouri,Lewis,0,71.3986913726143
1685,31131,Nebraska,Otoe,0,71.39847942496385
786,19055,Iowa,Delaware,0,71.38100140402427
2346,46035,South Dakota,Davison,0,71.38057282288173
2150,40105,Oklahoma,Nowata,0,71.38048441184117
2772,49051,Utah,Wasatch,0,71.3783577579572
1465,29029,Missouri,Camden,0,71.37532045840578
596,17063,Illinois,Grundy,0,71.37175425151459
1680,31121,Nebraska,Merrick,0,71.36192175080657
1995,38077,North Dakota,Richland,0,71.36061829461879
2122,40049,Oklahoma,Garvin,0,71.35986274647983
1673,31107,Nebraska,Knox,0,71.35939948528932
2154,40113,Oklahoma,Osage,0,71.3571000894935
1508,29115,Missouri,Linn,0,71.3547601538375
1593,30059,Montana,Meagher,0,71.34845103795581
2723,48463,Texas,Uvalde,0,71.34773810925668
1116,22069,Louisiana,NatchitochesParish,0,71.34112246742774
1947,37181,North Carolina,Vance,0,71.33956275610441
1804,36019,New York,Clinton,0,71.33944410630004
2212,42001,Pennsylvania,Adams,0,71.3392811142567
72,4009,Arizona,Graham,0,71.33910318580587
116,5067,Arkansas,Jackson,0,71.33801371102885
991,21057,Kentucky,Cumberland,0,71.33784328872845
660,17191,Illinois,Wayne,0,71.33626870251729
1459,29017,Missouri,Bollinger,0,71.33579428624617
1521,29141,Missouri,Morgan,0,71.33507316868491
2992,55001,Wisconsin,Adams,0,71.33276546140299
1366,27169,Minnesota,Winona,0,71.33164383765967
1071,21219,Kentucky,Todd,0,71.32493719942093
625,17127,Illinois,Massac,0,71.32340193770484
2626,48267,Texas,Kimble,0,71.32074561204762
2754,49017,Utah,Garfield,0,71.31968879333598
756,18179,Indiana,Wells,0,71.31894927016069
1216,26035,Michigan,Clare,0,71.31684436526777
1348,27133,Minnesota,Rock,0,71.31533965345966
2608,48231,Texas,Hunt,0,71.31293635812389
532,16023,Idaho,Butte,0,71.3104612598394
1550,29187,Missouri,St.Francois,0,71.31035835304786
2294,45021,South Carolina,Cherokee,0,71.30378434093578
2369,46081,South Dakota,Lawrence,0,71.30244022762467
1267,26137,Michigan,Otsego,0,71.30024909993293
1230,26063,Michigan,Huron,0,71.29981326306643
2394,46129,South Dakota,Walworth,0,71.29871353936798
1121,22079,Louisiana,RapidesParish,0,71.29828307499838
411,13103,Georgia,Effingham,0,71.29422672535084
1691,31143,Nebraska,Polk,0,71.29207446776971
1456,29011,Missouri,Barton,0,71.29052192622126
1957,38001,North Dakota,Adams,0,71.28752710865349
1849,36109,New York,Tompkins,0,71.28158887484037
2435,47077,Tennessee,Henderson,0,71.28118488590547
2926,53057,Washington,Skagit,0,71.27408127019804
1876,37039,North Carolina,Cherokee,0,71.2723876718748
1666,31093,Nebraska,Howard,0,71.26720454537056
2969,54065,West Virginia,Morgan,0,71.26408147912511
458,13191,Georgia,McIntosh,0,71.25429849820814
738,18145,Indiana,Shelby,0,71.24197681841325
1145,22127,Louisiana,WinnParish,0,71.23856375500905
1302,27041,Minnesota,Douglas,0,71.23801051182818
2730,48477,Texas,Washington,0,71.23772059769549
2206,41061,Oregon,Union,0,71.23409192706774
87,5009,Arkansas,Boone,0,71.2336270510176
2144,40087,Oklahoma,McClain,0,71.23354942393111
894,20073,Kansas,Greenwood,0,71.2310795013568
1898,37083,North Carolina,Halifax,0,71.22682444131686
1709,31179,Nebraska,Wayne,0,71.21339084415342
1338,27113,Minnesota,Pennington,0,71.21335625270913
1966,38019,North Dakota,Cavalier,0,71.19732719602486
2654,48325,Texas,Medina,0,71.19384555317986
1315,27067,Minnesota,Kandiyohi,0,71.1831930609151
1202,26007,Michigan,Alpena,0,71.18040241471716
1802,36015,New York,Chemung,0,71.17995479877818
1131,22099,Louisiana,St.MartinParish,0,71.1710857015889
2398,47003,Tennessee,Bedford,0,71.16209699308953
401,13083,Georgia,Dade,0,71.16082281654168
1775,35027,New Mexico,Lincoln,0,71.15588551948473
1972,38031,North Dakota,Foster,0,71.15117987206862
1080,21237,Kentucky,Wolfe,0,71.15065639116735
1797,36005,New York,Bronx,0,71.15016234322734
162,6009,California,Calaveras,0,71.1499317847848
2781,50011,Vermont,Franklin,0,71.14968230733109
1432,28127,Mississippi,Simpson,0,71.14264682120066
1963,38013,North Dakota,Burke,0,71.13712969572568
1575,30023,Montana,DeerLodge,0,71.13638609296989
1742,34005,New Jersey,Burlington,0,71.13289824311342
1251,26105,Michigan,Mason,0,71.12852465945963
997,21069,Kentucky,Fleming,0,71.12764515945724
729,18125,Indiana,Pike,0,71.11930287263158
1503,29105,Missouri,Laclede,0,71.11754571157029
1129,22095,Louisiana,St.JohntheBaptistParish,0,71.09921925706581
1911,37109,North Carolina,Lincoln,0,71.09520582275643
590,17051,Illinois,Fayette,0,71.09259206428409
448,13177,Georgia,Lee,0,71.08748529575018
821,19125,Iowa,Marion,0,71.08744174745219
2234,42045,Pennsylvania,Delaware,0,71.0853429309249
1596,30065,Montana,Musselshell,0,71.08278295519743
2214,42005,Pennsylvania,Armstrong,0,71.08216560522109
782,19047,Iowa,Crawford,0,71.07858311818225
606,17083,Illinois,Jersey,0,71.07389716903994
1155,23017,Maine,Oxford,0,71.06979590964599
618,17107,Illinois,Logan,0,71.06650390503336
2502,48019,Texas,Bandera,0,71.06524739007898
2351,46045,South Dakota,Edmunds,0,71.06218616154567
2109,40023,Oklahoma,Choctaw,0,71.06082887258192
741,18149,Indiana,Starke,0,71.0597395743518
54,1109,Alabama,Pike,0,71.05487610595813
17,1035,Alabama,Conecuh,0,71.05478212872521
1309,27055,Minnesota,Houston,0,71.05193616526796
733,18133,Indiana,Putnam,0,71.04695751042958
196,6075,California,SanFrancisco,0,71.04505181243978
135,5105,Arkansas,Perry,0,71.04342855444158
1226,26055,Michigan,GrandTraverse,0,71.04093078104907
1468,29035,Missouri,Carter,0,71.0366251454141
502,13287,Georgia,Turner,0,71.0365859455613
1608,30089,Montana,Sanders,0,71.03566380956559
3055,55125,Wisconsin,Vilas,0,71.03416671969907
646,17165,Illinois,Saline,0,71.0321429005582
130,5095,Arkansas,Monroe,0,71.02421780813124
773,19029,Iowa,Cass,0,71.01877097846739
1457,29013,Missouri,Bates,0,71.01671517644029
134,5103,Arkansas,Ouachita,0,71.01590589315583
2906,53017,Washington,Douglas,0,71.01371235654906
1991,38069,North Dakota,Pierce,0,71.01250585912055
1626,31013,Nebraska,BoxButte,0,71.01239794326857
1969,38025,North Dakota,Dunn,0,71.00677190124429
2650,48323,Texas,Maverick,0,71.0059635497748
2852,51113,Virginia,Madison,0,71.00443551995755
2467,47141,Tennessee,Putnam,0,71.00225042189119
227,8019,Colorado,ClearCreek,0,71.00007169605166
107,5049,Arkansas,Fulton,0,70.99814101724877
1928,37143,North Carolina,Perquimans,0,70.99799699613679
2868,51143,Virginia,Pittsylvania,0,70.99709600522213
2264,42105,Pennsylvania,Potter,0,70.99552949831725
2961,54051,West Virginia,Marshall,0,70.99439910268255
1639,31039,Nebraska,Cuming,0,70.99412724219741
1588,30049,Montana,LewisandClark,0,70.99210863914584
2833,51079,Virginia,Greene,0,70.990931241796
2385,46109,South Dakota,Roberts,0,70.98972173326699
129,5093,Arkansas,Mississippi,0,70.98847887120704
2830,51073,Virginia,Gloucester,0,70.98324622531172
1270,26143,Michigan,Roscommon,0,70.97809487666495
798,19079,Iowa,Hamilton,0,70.97692179380125
115,5065,Arkansas,Izard,0,70.97669365154435
2606,48227,Texas,Howard,0,70.97554576318915
2308,45049,South Carolina,Hampton,0,70.97071434364405
351,12109,Florida,St.Johns,0,70.96579459280203
749,18165,Indiana,Vermillion,0,70.96447080082885
1441,28145,Mississippi,Union,0,70.96348803151635
2141,40093,Oklahoma,Major,0,70.96343874646924
593,17057,Illinois,Fulton,0,70.96130548348228
1421,28105,Mississippi,Oktibbeha,0,70.95831163370632
964,21003,Kentucky,Allen,0,70.95290605459991
421,13123,Georgia,Gilmer,0,70.95005328605717
2017,39015,Ohio,Brown,0,70.94824055986942
475,13233,Georgia,Polk,0,70.93681493717605
0,1001,Alabama,Autauga,0,70.92304748597724
143,5121,Arkansas,Randolph,0,70.91961532969049
249,8063,Colorado,KitCarson,0,70.91548353219825
1450,28163,Mississippi,Yazoo,0,70.91222577016487
259,8081,Colorado,Moffat,0,70.91189165722044
2172,40149,Oklahoma,Washita,0,70.90079588949281
1502,29103,Missouri,Knox,0,70.89712726586652
2146,40091,Oklahoma,McIntosh,0,70.89607905156137
987,21049,Kentucky,Clark,0,70.88848742688073
2528,48071,Texas,Chambers,0,70.88327482230572
2859,51127,Virginia,NewKent,0,70.88104709957139
413,13107,Georgia,Emanuel,0,70.8775733389389
1771,35019,New Mexico,Guadalupe,0,70.87705192395308
2296,45025,South Carolina,Chesterfield,0,70.8765730072913
2416,47039,Tennessee,Decatur,0,70.86468086508094
2486,47177,Tennessee,Warren,0,70.86305350544161
2452,47115,Tennessee,Marion,0,70.85418673291046
1143,22123,Louisiana,WestCarrollParish,0,70.85284773967423
2651,48307,Texas,McCulloch,0,70.84982667013196
1564,30001,Montana,Beaverhead,0,70.84967384204542
2019,39019,Ohio,Carroll,0,70.84117442975855
3039,55093,Wisconsin,Pierce,0,70.84111788966396
1069,21215,Kentucky,Spencer,0,70.82693954438665
1027,21129,Kentucky,Lee,0,70.82570435644145
1228,26059,Michigan,Hillsdale,0,70.82398433880984
2377,46097,South Dakota,Miner,0,70.82335701225745
725,18117,Indiana,Orange,0,70.8202879911879
1759,34039,New Jersey,Union,0,70.817923785037
84,5003,Arkansas,Ashley,0,70.80748902750797
2930,53065,Washington,Stevens,0,70.80520937027379
1529,29157,Missouri,Perry,0,70.80065309687258
809,19101,Iowa,Jefferson,0,70.79861490684699
1028,21131,Kentucky,Leslie,0,70.79474628178382
2957,54041,West Virginia,Lewis,0,70.79332038454571
2876,51157,Virginia,Rappahannock,0,70.79090619698802
1247,26097,Michigan,Mackinac,0,70.78884372120969
941,20167,Kansas,Russell,0,70.78416652869556
1317,27071,Minnesota,Koochiching,0,70.77952772822361
1913,37115,North Carolina,Madison,0,70.77793816781441
1252,26107,Michigan,Mecosta,0,70.77562081082905
340,12093,Florida,Okeechobee,0,70.76510869561106
2411,47029,Tennessee,Cocke,0,70.76442863359455
1036,21153,Kentucky,Magoffin,0,70.76162154988975
1497,29093,Missouri,Iron,0,70.75153931135908
913,20111,Kansas,Lyon,0,70.74879443312787
2120,40045,Oklahoma,Ellis,0,70.74730019712845
2335,46013,South Dakota,Brown,0,70.74703031930473
2638,48291,Texas,Liberty,0,70.73814049571409
1014,21103,Kentucky,Henry,0,70.73648967712012
2692,48401,Texas,Rusk,0,70.72922353787699
2448,47103,Tennessee,Lincoln,0,70.72667032602533
1720,32013,Nevada,Humboldt,0,70.71946085496849
2164,40133,Oklahoma,Seminole,0,70.71675624002003
2350,46043,South Dakota,Douglas,0,70.71668661757198
1478,29055,Missouri,Crawford,0,70.71238828601088
2026,39033,Ohio,Crawford,0,70.70849579467443
2202,41053,Oregon,Polk,0,70.7030566345999
1552,29207,Missouri,Stoddard,0,70.69991009699602
1284,27005,Minnesota,Becker,0,70.6970743424971
104,5043,Arkansas,Drew,0,70.69585383831519
1330,27097,Minnesota,Morrison,0,70.69333821328479
2566,48147,Texas,Fannin,0,70.6927982187178
2793,51005,Virginia,Alleghany,0,70.6909277355548
859,20003,Kansas,Anderson,0,70.68845284094051
633,17137,Illinois,Morgan,0,70.68751368915228
2173,40151,Oklahoma,Woods,0,70.68692435551773
2948,54023,West Virginia,Grant,0,70.6826106544147
1072,21221,Kentucky,Trigg,0,70.68140957610521
2185,41021,Oregon,Gilliam,0,70.6813664348037
1335,27107,Minnesota,Norman,0,70.67820758912985
1355,27147,Minnesota,Steele,0,70.67513097178401
2788,50025,Vermont,Windham,0,70.66779877346943
405,13091,Georgia,Dodge,0,70.65779402321627
1776,35029,New Mexico,Luna,0,70.65080904730425
91,5017,Arkansas,Chicot,0,70.64857903366875
1511,29123,Missouri,Madison,0,70.64532908377387
1932,37151,North Carolina,Randolph,0,70.64153356431379
492,13267,Georgia,Tattnall,0,70.64011057205425
769,19021,Iowa,BuenaVista,0,70.63200394757155
453,13187,Georgia,Lumpkin,0,70.62730533805154
1455,29009,Missouri,Barry,0,70.62610508412578
511,13305,Georgia,Wayne,0,70.62480079316494
106,5047,Arkansas,Franklin,0,70.62469857557907
2728,48473,Texas,Waller,0,70.62414109337716
1585,30043,Montana,Jefferson,0,70.62164189925511
403,13087,Georgia,Decatur,0,70.61926166186554
67,4001,Arizona,Apache,0,70.61409296868193
480,13243,Georgia,Randolph,0,70.61236611988116
516,13315,Georgia,Wilcox,0,70.61192818416004
2367,46077,South Dakota,Kingsbury,0,70.60048258327761
1627,31015,Nebraska,Boyd,0,70.59701582095629
669,18005,Indiana,Bartholomew,0,70.59674409018763
504,13291,Georgia,Union,0,70.59532070710534
2673,48363,Texas,PaloPinto,0,70.59467880691169
2443,47093,Tennessee,Knox,0,70.59068930941223
1351,27141,Minnesota,Sherburne,0,70.58990077050336
2102,40009,Oklahoma,Beckham,0,70.58919544676223
2455,47107,Tennessee,McMinn,0,70.58808248416416
2974,54075,West Virginia,Pocahontas,0,70.58351636545524
432,13145,Georgia,Harris,0,70.58004296707153
10,1021,Alabama,Chilton,0,70.57552266809208
1347,27131,Minnesota,Rice,0,70.57002437810362
832,19147,Iowa,PaloAlto,0,70.55809401754686
824,19131,Iowa,Mitchell,0,70.5471428119036
1844,36089,New York,St.Lawrence,0,70.54279808691062
1066,21209,Kentucky,Scott,0,70.54267596284153
2738,48493,Texas,Wilson,0,70.54199010759932
1289,27015,Minnesota,Brown,0,70.5411641471208
2045,39071,Ohio,Highland,0,70.53734999123274
792,19067,Iowa,Floyd,0,70.5345293594956
2678,48373,Texas,Polk,0,70.53431282419265
1345,27127,Minnesota,Redwood,0,70.52891410650213
2718,48453,Texas,Travis,0,70.52068323498555
49,1099,Alabama,Monroe,0,70.51888913917541
2858,51125,Virginia,Nelson,0,70.5162012491552
1222,26047,Michigan,Emmet,0,70.51527266425305
324,12063,Florida,Jackson,0,70.51343585225685
1306,27049,Minnesota,Goodhue,0,70.51294429698571
1260,26123,Michigan,Newaygo,0,70.51218451752469
1379,28021,Mississippi,Claiborne,0,70.50829669463702
915,20117,Kansas,Marshall,0,70.5030435535793
2098,40001,Oklahoma,Adair,0,70.50274459734422
2371,46085,South Dakota,Lyman,0,70.50086790078146
281,8125,Colorado,Yuma,0,70.49720784981058
82,4027,Arizona,Yuma,0,70.49671251960062
711,18089,Indiana,Lake,0,70.49341070479501
251,8067,Colorado,LaPlata,0,70.48811438627482
1816,36043,New York,Herkimer,0,70.480134511106
487,13257,Georgia,Stephens,0,70.47415582047466
1051,21179,Kentucky,Nelson,0,70.47318033918117
2782,50013,Vermont,GrandIsle,0,70.46827381510454
1834,36079,New York,Putnam,0,70.45121344905067
770,19023,Iowa,Butler,0,70.44396352097957
2642,48299,Texas,Llano,0,70.4360289115852
1758,34037,New Jersey,Sussex,0,70.43599464167626
513,13309,Georgia,Wheeler,0,70.4223925421928
2258,42093,Pennsylvania,Montour,0,70.42238451182011
1434,28131,Mississippi,Stone,0,70.41951787972826
499,13281,Georgia,Towns,0,70.41724559292386
1971,38029,North Dakota,Emmons,0,70.4170082154774
485,13253,Georgia,Seminole,0,70.41638301623912
1265,26133,Michigan,Osceola,0,70.41189364885716
2159,40123,Oklahoma,Pontotoc,0,70.40843787476369
2572,48159,Texas,Franklin,0,70.40801990539929
2188,41027,Oregon,HoodRiver,0,70.40699512042244
2481,47167,Tennessee,Tipton,0,70.40570717869417
2364,46071,South Dakota,Jackson,0,70.40291242510054
213,6109,California,Tuolumne,0,70.40169751836294
2981,54089,West Virginia,Summers,0,70.39888909295661
2198,41045,Oregon,Malheur,0,70.38811728595289
1973,38033,North Dakota,GoldenValley,0,70.37986385784917
599,17069,Illinois,Hardin,0,70.37822744488102
2791,51003,Virginia,Albemarle,0,70.3766553918267
23,1047,Alabama,Dallas,0,70.37538026031595
1612,30097,Montana,SweetGrass,0,70.37354010718883
1889,37065,North Carolina,Edgecombe,0,70.36673626895286
2846,51103,Virginia,Lancaster,0,70.36413576128162
2342,46027,South Dakota,Clay,0,70.36358183697841
948,20181,Kansas,Sherman,0,70.35679513505133
45,1091,Alabama,Marengo,0,70.3565315397213
1470,29039,Missouri,Cedar,0,70.34474266148165
2370,46083,South Dakota,Lincoln,0,70.3393076930402
827,19137,Iowa,Montgomery,0,70.33912660551863
2802,51023,Virginia,Botetourt,0,70.33524788190529
1410,28083,Mississippi,Leflore,0,70.3329919302884
1111,22059,Louisiana,LaSalleParish,0,70.33094867882811
1625,31011,Nebraska,Boone,0,70.33049118987213
2808,51033,Virginia,Caroline,0,70.32453049921119
2582,48179,Texas,Gray,0,70.32213498749205
1339,27115,Minnesota,Pine,0,70.31572208684082
2629,48273,Texas,Kleberg,0,70.31394688711778
271,8105,Colorado,RioGrande,0,70.31129066089693
477,13237,Georgia,Putnam,0,70.30209854349955
2704,48425,Texas,Somervell,0,70.29934606416568
739,18147,Indiana,Spencer,0,70.29868813365601
2058,39097,Ohio,Madison,0,70.29736167078507
2965,54057,West Virginia,Mineral,0,70.29458205304431
1034,21143,Kentucky,Lyon,0,70.29368554905416
1487,29073,Missouri,Gasconade,0,70.28960910407753
1643,31047,Nebraska,Dawson,0,70.28944276295121
2062,39105,Ohio,Meigs,0,70.28134097379177
2958,54043,West Virginia,Lincoln,0,70.27382976195594
727,18121,Indiana,Parke,0,70.27351202932913
2896,51197,Virginia,Wythe,0,70.26242418921457
325,12065,Florida,Jefferson,0,70.25976892686262
1532,29163,Missouri,Pike,0,70.25417429050155
3026,55069,Wisconsin,Lincoln,0,70.2484876363637
1637,31035,Nebraska,Clay,0,70.24732950506097
468,13219,Georgia,Oconee,0,70.24056495003012
3002,55021,Wisconsin,Columbia,0,70.2368230213197
1628,31017,Nebraska,Brown,0,70.23447760054482
476,13235,Georgia,Pulaski,0,70.2288923841252
953,20191,Kansas,Sumner,0,70.22685099238102
2596,48207,Texas,Haskell,0,70.21999055594094
666,17203,Illinois,Woodford,0,70.21355572739917
2355,46053,South Dakota,Gregory,0,70.2131653217909
2774,49055,Utah,Wayne,0,70.21155816238279
1517,29133,Missouri,Mississippi,0,70.20661771512484
255,8073,Colorado,Lincoln,0,70.20552887809013
2879,51167,Virginia,Russell,0,70.20044898510804
2574,48163,Texas,Frio,0,70.20009562043953
600,17071,Illinois,Henderson,0,70.19667651783706
1077,21231,Kentucky,Wayne,0,70.19385136645006
2848,51107,Virginia,Loudoun,0,70.19085504218027
1075,21227,Kentucky,Warren,0,70.19035924873369
2387,46115,South Dakota,Spink,0,70.18522390164361
2511,48037,Texas,Bowie,0,70.18178743808315
2660,48337,Texas,Montague,0,70.17615823563341
2424,47055,Tennessee,Giles,0,70.17302146519732
1281,26165,Michigan,Wexford,0,70.17065934398167
2826,51067,Virginia,Franklin,0,70.16730907026047
881,20047,Kansas,Edwards,0,70.15983404425147
1806,36023,New York,Cortland,0,70.15931135487294
30,1061,Alabama,Geneva,0,70.15736357792208
1304,27045,Minnesota,Fillmore,0,70.14880157336023
2076,39133,Ohio,Portage,0,70.14364875293577
315,12045,Florida,Gulf,0,70.14092071355695
2897,51199,Virginia,York,0,70.1396073106583
2329,45091,South Carolina,York,0,70.1380036930481
1810,36031,New York,Essex,0,70.12780930579166
869,20023,Kansas,Cheyenne,0,70.1255149209317
1530,29159,Missouri,Pettis,0,70.1239829790156
1234,26071,Michigan,Iron,0,70.11774313194469
873,20031,Kansas,Coffey,0,70.11753408274838
2522,48059,Texas,Callahan,0,70.11685827490018
1642,31045,Nebraska,Dawes,0,70.11312898868117
653,17177,Illinois,Stephenson,0,70.10702661809532
506,13295,Georgia,Walker,0,70.1042969260831
234,8033,Colorado,Dolores,0,70.10398210304739
591,17053,Illinois,Ford,0,70.09965663225027
2542,48099,Texas,Coryell,0,70.09922755178538
795,19073,Iowa,Greene,0,70.09485035169301
1194,25019,Massachusetts,Nantucket,0,70.08924429329814
1081,21239,Kentucky,Woodford,0,70.08892285191445
662,17195,Illinois,Whiteside,0,70.08091754674163
1048,21171,Kentucky,Monroe,0,70.07761373723771
445,13171,Georgia,Lamar,0,70.07619547711002
2573,48161,Texas,Freestone,0,70.07456120183582
425,13131,Georgia,Grady,0,70.07343619754704
12,1025,Alabama,Clarke,0,70.0715810195673
373,13025,Georgia,Brantley,0,70.07140840784714
3053,55121,Wisconsin,Trempealeau,0,70.06993057918362
906,20097,Kansas,Kiowa,0,70.05232750025897
1975,38037,North Dakota,Grant,0,70.05156016767133
3017,55051,Wisconsin,Iron,0,70.04202207195983
1944,37175,North Carolina,Transylvania,0,70.0356091024066
578,17027,Illinois,Clinton,0,70.03110112096682
2564,48143,Texas,Erath,0,70.02878035323046
1374,28011,Mississippi,Bolivar,0,70.02273872332078
1940,37167,North Carolina,Stanly,0,70.02231628379758
754,18175,Indiana,Washington,0,70.01903844949881
1388,28039,Mississippi,George,0,70.01393425598656
2103,40011,Oklahoma,Blaine,0,70.01082149798926
2303,45039,South Carolina,Fairfield,0,70.00659392441094
2418,47043,Tennessee,Dickson,0,70.00596218283393
796,19075,Iowa,Grundy,0,70.00137832740639
384,13049,Georgia,Charlton,0,69.99058837900894
1512,29125,Missouri,Maries,0,69.98624033162803
990,21055,Kentucky,Crittenden,0,69.98578279521146
2933,53071,Washington,WallaWalla,0,69.98476044248146
1484,29067,Missouri,Douglas,0,69.97770667055937
2764,49037,Utah,SanJuan,0,69.97230289692197
3085,56043,Wyoming,Washakie,0,69.96980853612288
1282,27001,Minnesota,Aitkin,0,69.96290488535587
2155,40115,Oklahoma,Ottawa,0,69.9623830334048
235,8035,Colorado,Douglas,0,69.95889703041505
518,13319,Georgia,Wilkinson,0,69.95743513561621
2866,51139,Virginia,Page,0,69.9545625136485
433,13147,Georgia,Hart,0,69.95453906357271
3051,55109,Wisconsin,St.Croix,0,69.94890646940716
2721,48459,Texas,Upshur,0,69.9447831435855
1368,27173,Minnesota,YellowMedicine,0,69.94357594938374
2797,51013,Virginia,Arlington,0,69.93880133328419
1344,27125,Minnesota,RedLake,0,69.93789119196
2689,48395,Texas,Robertson,0,69.93759578714615
1142,22121,Louisiana,WestBatonRougeParish,0,69.93598700282752
635,17141,Illinois,Ogle,0,69.93033875054108
687,18041,Indiana,Fayette,0,69.92721286495173
1294,27025,Minnesota,Chisago,0,69.91976202686966
607,17085,Illinois,JoDaviess,0,69.9163349260008
1263,26129,Michigan,Ogemaw,0,69.91515508956783
300,12013,Florida,Calhoun,0,69.9094440049637
1038,21157,Kentucky,Marshall,0,69.89978756054508
1203,26009,Michigan,Antrim,0,69.89868807356831
601,17073,Illinois,Henry,0,69.89117707909628
673,18013,Indiana,Brown,0,69.8827916869116
59,1119,Alabama,Sumter,0,69.87069638907303
92,5019,Arkansas,Clark,0,69.86708551592702
3042,55099,Wisconsin,Price,0,69.86656836090015
2516,48047,Texas,Brooks,0,69.86653992991745
823,19129,Iowa,Mills,0,69.86314858230487
699,18065,Indiana,Henry,0,69.85941272509139
228,8021,Colorado,Conejos,0,69.85939896291255
820,19123,Iowa,Mahaska,0,69.85791586923116
1631,31023,Nebraska,Butler,0,69.85728264885
1290,27017,Minnesota,Carlton,0,69.855261483341
150,5123,Arkansas,St.Francis,0,69.85489287482473
2135,40075,Oklahoma,Kiowa,0,69.85068553911567
661,17193,Illinois,White,0,69.84362984449233
1106,22049,Louisiana,JacksonParish,0,69.84318079985738
2432,47071,Tennessee,Hardin,0,69.83721435409801
2436,47079,Tennessee,Henry,0,69.83342833591382
2341,46025,South Dakota,Clark,0,69.81543050395813
2531,48077,Texas,Clay,0,69.81127662077678
1909,37105,North Carolina,Lee,0,69.80911760742542
1861,37009,North Carolina,Ashe,0,69.80909436186835
2115,40035,Oklahoma,Craig,0,69.80744502695995
2025,39031,Ohio,Coshocton,0,69.80586757394414
584,17039,Illinois,DeWitt,0,69.80550700969353
2998,55013,Wisconsin,Burnett,0,69.80329974847146
2942,54011,West Virginia,Cabell,0,69.80311638555463
386,13053,Georgia,Chattahoochee,0,69.80008810824128
2724,48465,Texas,ValVerde,0,69.80002644623272
471,13225,Georgia,Peach,0,69.79604410571083
241,8047,Colorado,Gilpin,0,69.78825890756772
360,12133,Florida,Washington,0,69.77678821698066
289,9015,Connecticut,Windham,0,69.77616272077638
332,12079,Florida,Madison,0,69.76910703394822
1218,26039,Michigan,Crawford,0,69.76303857997796
2319,45071,South Carolina,Newberry,0,69.75314679187935
60,1121,Alabama,Talladega,0,69.75261667637895
2552,48119,Texas,Delta,0,69.75076667103286
2099,40003,Oklahoma,Alfalfa,0,69.73284384955619
1327,27085,Minnesota,McLeod,0,69.7302973910417
1682,31125,Nebraska,Nance,0,69.72316114449659
2832,51077,Virginia,Grayson,0,69.71233792929978
830,19143,Iowa,Osceola,0,69.70916074910119
2605,48225,Texas,Houston,0,69.7063048572457
1812,36035,New York,Fulton,0,69.70479538527078
995,21065,Kentucky,Estill,0,69.6940787871141
1607,30087,Montana,Rosebud,0,69.69216721185086
2694,48405,Texas,SanAugustine,0,69.69052737142985
9,1019,Alabama,Cherokee,0,69.68345267679898
1695,31151,Nebraska,Saline,0,69.67691180614761
2313,45059,South Carolina,Laurens,0,69.67678972998552
2174,40153,Oklahoma,Woodward,0,69.6755073220053
924,20133,Kansas,Neosho,0,69.67391874222696
1779,35033,New Mexico,Mora,0,69.67391700499248
1438,28139,Mississippi,Tippah,0,69.67063636951622
1361,27159,Minnesota,Wadena,0,69.66874482320904
1322,27081,Minnesota,Lincoln,0,69.65774356491453
379,13037,Georgia,Calhoun,0,69.65464789155506
2847,51105,Virginia,Lee,0,69.64389521411344
999,21073,Kentucky,Franklin,0,69.6413505263016
939,20163,Kansas,Rooks,0,69.6384796755049
330,12075,Florida,Levy,0,69.63097891202789
1661,31083,Nebraska,Harlan,0,69.62951133651231
90,5015,Arkansas,Carroll,0,69.62825624064915
543,16045,Idaho,Gem,0,69.6248939914737
778,19039,Iowa,Clarke,0,69.62370545998053
